	Данные измерения магнитометра ПКМ
	Файл: C:\Documents and Settings\sergey\Мои документы\магн_13022016\3.txt

Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049254.691  00:35:18.6  
049503.867  00:35:18.7  
050004.562  00:35:18.8  
050839.762  00:35:18.9  
051743.738  00:35:19.0  
052809.684  00:35:19.1  
067130.180  00:35:19.2  
077287.273  00:35:19.3  
070289.508  00:35:19.4  
056394.086  00:35:19.5  
053471.410  00:35:19.6  
053046.410  00:35:19.7  
052588.078  00:35:19.8  
052088.023  00:35:19.9  
051539.820  00:35:20.0  
051054.758  00:35:20.1  
050668.590  00:35:20.2  
050353.305  00:35:20.3  
050074.316  00:35:20.4  
049847.480  00:35:20.5  
049679.898  00:35:20.6  
049575.168  00:35:20.7  
049496.980  00:35:20.8  
049428.117  00:35:20.9  
049374.129  00:35:21.0  
049324.516  00:35:21.1  
049287.469  00:35:21.2  
049272.219  00:35:21.3  
049256.332  00:35:21.4  
049227.152  00:35:21.5  
049186.418  00:35:21.6  
049147.219  00:35:21.7  
049115.367  00:35:21.8  
049091.008  00:35:21.9  
049067.781  00:35:22.0  
049041.938  00:35:22.1  
049015.621  00:35:22.2  
048994.734  00:35:22.3  
049015.137  00:35:22.4  
049109.223  00:35:22.5  
049245.316  00:35:22.6  
049394.977  00:35:22.7  
049590.621  00:35:22.8  
049890.441  00:35:22.9  
050257.191  00:35:23.0  
050615.691  00:35:23.1  
050884.160  00:35:23.2  
051051.750  00:35:23.3  
051039.629  00:35:23.4  
050868.695  00:35:23.5  
050661.445  00:35:23.6  
050496.836  00:35:23.7  
050317.012  00:35:23.8  
050128.266  00:35:23.9  
049950.930  00:35:24.0  
049811.977  00:35:24.1  
049735.809  00:35:24.2  
049703.719  00:35:24.3  
049676.504  00:35:24.4  
049651.984  00:35:24.5  
049636.270  00:35:24.6  
049627.746  00:35:24.7  
049628.109  00:35:24.8  
049638.742  00:35:24.9  
049649.523  00:35:25.0  
049653.910  00:35:25.1  
049656.414  00:35:25.2  
049663.078  00:35:25.3  
049675.125  00:35:25.4  
049688.789  00:35:25.5  
049698.090  00:35:25.6  
049704.480  00:35:25.7  
049714.922  00:35:25.8  
049728.410  00:35:25.9  
049740.953  00:35:26.0  
049758.777  00:35:26.1  
049777.496  00:35:26.2  
049792.617  00:35:26.3  
049806.973  00:35:26.4  
049824.109  00:35:26.5  
049844.594  00:35:26.6  
049865.551  00:35:26.7  
049883.395  00:35:26.8  
049899.473  00:35:26.9  
049917.754  00:35:27.0  
049942.691  00:35:27.1  
049968.668  00:35:27.2  
049994.555  00:35:27.3  
050022.008  00:35:27.4  
050046.289  00:35:27.5  
050069.449  00:35:27.6  
050095.633  00:35:27.7  
050123.156  00:35:27.8  
050146.637  00:35:27.9  
050161.105  00:35:28.0  
050171.988  00:35:28.1  
050191.020  00:35:28.2  
050217.969  00:35:28.3  
050241.113  00:35:28.4  
050260.055  00:35:28.5  
050274.453  00:35:28.6  
050283.371  00:35:28.7  
050295.941  00:35:28.8  
050312.902  00:35:28.9  
050328.340  00:35:29.0  
050336.719  00:35:29.1  
050332.371  00:35:29.2  
050319.762  00:35:29.3  
050314.500  00:35:29.4  
050316.051  00:35:29.5  
050311.527  00:35:29.6  
050298.551  00:35:29.7  
050283.738  00:35:29.8  
050271.430  00:35:29.9  
050262.105  00:35:30.0  
050251.262  00:35:30.1  
050236.906  00:35:30.2  
050217.539  00:35:30.3  
050193.172  00:35:30.4  
050168.695  00:35:30.5  
050147.492  00:35:30.6  
050136.664  00:35:30.7  
050129.406  00:35:30.8  
050117.406  00:35:30.9  
050103.680  00:35:31.0  
050090.914  00:35:31.1  
050077.906  00:35:31.2  
050065.129  00:35:31.3  
050051.352  00:35:31.4  
050037.926  00:35:31.5  
050023.062  00:35:31.6  
050006.461  00:35:31.7  
049989.117  00:35:31.8  
049978.484  00:35:31.9  
049970.391  00:35:32.0  
049959.648  00:35:32.1  
049948.645  00:35:32.2  
049940.129  00:35:32.3  
049929.980  00:35:32.4  
049919.465  00:35:32.5  
049908.656  00:35:32.6  
049895.039  00:35:32.7  
049878.371  00:35:32.8  
049858.652  00:35:32.9  
049839.422  00:35:33.0  
049829.004  00:35:33.1  
049819.840  00:35:33.2  
049808.492  00:35:33.3  
049802.879  00:35:33.4  
049802.414  00:35:33.5  
049800.047  00:35:33.6  
049797.684  00:35:33.7  
049795.094  00:35:33.8  
049793.703  00:35:33.9  
049787.230  00:35:34.0  
049774.328  00:35:34.1  
049762.871  00:35:34.2  
049756.945  00:35:34.3  
049747.234  00:35:34.4  
049732.031  00:35:34.5  
049713.855  00:35:34.6  
049695.137  00:35:34.7  
049673.902  00:35:34.8  
049646.488  00:35:34.9  
049612.340  00:35:35.0  
049569.453  00:35:35.1  
049521.152  00:35:35.2  
049473.023  00:35:35.3  
049423.055  00:35:35.4  
049376.848  00:35:35.5  
049334.711  00:35:35.6  
049289.789  00:35:35.7  
049253.254  00:35:35.8  
049249.910  00:35:35.9  
049266.328  00:35:36.0  
049287.797  00:35:36.1  
049320.500  00:35:36.2  
049399.930  00:35:36.3  
049535.637  00:35:36.4  
049669.746  00:35:36.5  
049763.633  00:35:36.6  
049831.785  00:35:36.7  
049892.281  00:35:36.8  
049948.715  00:35:36.9  
049988.812  00:35:37.0  
050006.309  00:35:37.1  
050005.004  00:35:37.2  
049997.969  00:35:37.3  
049987.980  00:35:37.4  
049975.281  00:35:37.5  
049960.387  00:35:37.6  
049943.191  00:35:37.7  
049922.531  00:35:37.8  
049900.082  00:35:37.9  
049876.598  00:35:38.0  
049863.836  00:35:38.1  
049857.027  00:35:38.2  
049848.371  00:35:38.3  
049841.445  00:35:38.4  
049839.180  00:35:38.5  
049835.172  00:35:38.6  
049828.922  00:35:38.7  
049823.672  00:35:38.8  
049818.387  00:35:38.9  
049811.723  00:35:39.0  
049802.090  00:35:39.1  
049790.680  00:35:39.2  
049783.520  00:35:39.3  
049783.602  00:35:39.4  
049784.535  00:35:39.5  
049783.613  00:35:39.6  
049784.285  00:35:39.7  
049784.562  00:35:39.8  
049783.578  00:35:39.9  
049779.473  00:35:40.0  
049777.102  00:35:40.1  
049775.676  00:35:40.2  
049773.801  00:35:40.3  
049769.008  00:35:40.4  
049760.836  00:35:40.5  
049753.918  00:35:40.6  
049753.957  00:35:40.7  
049755.930  00:35:40.8  
049756.922  00:35:40.9  
049760.027  00:35:41.0  
049762.750  00:35:41.1  
049762.117  00:35:41.2  
049759.922  00:35:41.3  
049757.062  00:35:41.4  
049754.246  00:35:41.5  
049751.070  00:35:41.6  
049744.762  00:35:41.7  
049736.262  00:35:41.8  
049728.086  00:35:41.9  
049723.891  00:35:42.0  
049722.914  00:35:42.1  
049720.777  00:35:42.2  
049717.219  00:35:42.3  
049717.422  00:35:42.4  
049719.672  00:35:42.5  
049719.766  00:35:42.6  
049718.812  00:35:42.7  
049719.211  00:35:42.8  
049722.211  00:35:42.9  
049725.281  00:35:43.0  
049722.691  00:35:43.1  
049715.879  00:35:43.2  
049711.746  00:35:43.3  
049714.777  00:35:43.4  
049721.852  00:35:43.5  
049728.266  00:35:43.6  
049735.945  00:35:43.7  
049745.262  00:35:43.8  
049752.219  00:35:43.9  
049755.520  00:35:44.0  
049759.262  00:35:44.1  
049764.613  00:35:44.2  
049770.215  00:35:44.3  
049773.578  00:35:44.4  
049773.195  00:35:44.5  
049769.062  00:35:44.6  
049765.824  00:35:44.7  
049767.508  00:35:44.8  
049772.305  00:35:44.9  
049775.613  00:35:45.0  
049773.254  00:35:45.1  
049774.246  00:35:45.2  
049776.926  00:35:45.3  
049778.613  00:35:45.4  
049778.836  00:35:45.5  
049779.184  00:35:45.6  
049780.566  00:35:45.7  
049781.637  00:35:45.8  
049781.527  00:35:45.9  
049780.688  00:35:46.0  
049778.336  00:35:46.1  
049774.621  00:35:46.2  
049771.863  00:35:46.3  
049769.699  00:35:46.4  
049766.156  00:35:46.5  
049762.504  00:35:46.6  
049760.352  00:35:46.7  
049759.855  00:35:46.8  
049761.797  00:35:46.9  
049767.879  00:35:47.0  
049777.184  00:35:47.1  
049787.316  00:35:47.2  
049793.707  00:35:47.3  
049796.035  00:35:47.4  
049795.094  00:35:47.5  
049796.508  00:35:47.6  
049797.066  00:35:47.7  
049795.895  00:35:47.8  
049794.816  00:35:47.9  
049793.414  00:35:48.0  
049793.461  00:35:48.1  
049794.355  00:35:48.2  
049795.402  00:35:48.3  
049795.371  00:35:48.4  
049797.148  00:35:48.5  
049799.980  00:35:48.6  
049803.004  00:35:48.7  


Дата: 00.00.00
Участок: 0
Режим МВС, цикл - 0.1 сек.

   Поле         Время     
049725.027  00:36:35.7  
049725.449  00:36:35.8  
049726.266  00:36:35.9  
049727.418  00:36:36.0  
049729.801  00:36:36.1  
049731.902  00:36:36.2  
049734.195  00:36:36.3  
049735.754  00:36:36.4  
049737.695  00:36:36.5  
049738.902  00:36:36.6  
049739.109  00:36:36.7  
049738.016  00:36:36.8  
049736.211  00:36:36.9  
049733.578  00:36:37.0  
049730.492  00:36:37.1  
049727.355  00:36:37.2  
049725.703  00:36:37.3  
049723.680  00:36:37.4  
049721.289  00:36:37.5  
049719.012  00:36:37.6  
049716.793  00:36:37.7  
049716.488  00:36:37.8  
049720.648  00:36:37.9  
049726.938  00:36:38.0  
049734.496  00:36:38.1  
049741.289  00:36:38.2  
049747.570  00:36:38.3  
049751.008  00:36:38.4  
049751.055  00:36:38.5  
049749.629  00:36:38.6  
049748.539  00:36:38.7  
049747.926  00:36:38.8  
049746.934  00:36:38.9  
049744.977  00:36:39.0  
049743.520  00:36:39.1  
049742.523  00:36:39.2  
049741.738  00:36:39.3  
049739.836  00:36:39.4  
049737.762  00:36:39.5  
049735.660  00:36:39.6  
049736.051  00:36:39.7  
049733.250  00:36:39.8  
049730.016  00:36:39.9  
049727.535  00:36:40.0  
049726.090  00:36:40.1  
049724.469  00:36:40.2  
049723.309  00:36:40.3  
049722.516  00:36:40.4  
049722.477  00:36:40.5  
049723.406  00:36:40.6  
049725.367  00:36:40.7  
049726.977  00:36:40.8  
049728.070  00:36:40.9  
049728.164  00:36:41.0  
049728.434  00:36:41.1  
049728.844  00:36:41.2  
049729.406  00:36:41.3  
049731.148  00:36:41.4  
049733.824  00:36:41.5  
049734.512  00:36:41.6  
049735.211  00:36:41.7  
049736.289  00:36:41.8  
049737.430  00:36:41.9  
049738.578  00:36:42.0  
049740.789  00:36:42.1  
049743.465  00:36:42.2  
049746.184  00:36:42.3  
049746.832  00:36:42.4  
049747.902  00:36:42.5  
049749.844  00:36:42.6  
049751.762  00:36:42.7  
049754.426  00:36:42.8  
049758.016  00:36:42.9  
049759.359  00:36:43.0  
049760.047  00:36:43.1  
049760.109  00:36:43.2  
049761.461  00:36:43.3  
049763.109  00:36:43.4  
049765.715  00:36:43.5  
049768.203  00:36:43.6  
049770.531  00:36:43.7  
049771.156  00:36:43.8  
049771.477  00:36:43.9  
049773.207  00:36:44.0  
049776.676  00:36:44.1  
049779.492  00:36:44.2  
049782.836  00:36:44.3  
049784.426  00:36:44.4  
049785.512  00:36:44.5  
049786.746  00:36:44.6  
049789.191  00:36:44.7  
049791.477  00:36:44.8  
049795.094  00:36:44.9  
049799.453  00:36:45.0  
049802.941  00:36:45.1  
049805.031  00:36:45.2  
049807.059  00:36:45.3  
049811.148  00:36:45.4  
049815.266  00:36:45.5  
049819.371  00:36:45.6  
049825.703  00:36:45.7  
049829.883  00:36:45.8  
049832.598  00:36:45.9  
049835.086  00:36:46.0  
049840.477  00:36:46.1  
049848.504  00:36:46.2  
049855.172  00:36:46.3  
049858.023  00:36:46.4  
049860.297  00:36:46.5  
049860.922  00:36:46.6  
049860.957  00:36:46.7  
049861.875  00:36:46.8  
049860.180  00:36:46.9  
049853.547  00:36:47.0  
049841.258  00:36:47.1  
049825.625  00:36:47.2  
049807.320  00:36:47.3  
049785.930  00:36:47.4  
049759.664  00:36:47.5  
049727.348  00:36:47.6  
049692.102  00:36:47.7  
049656.871  00:36:47.8  
049626.902  00:36:47.9  
049598.613  00:36:48.0  
049576.285  00:36:48.1  
049558.035  00:36:48.2  
049548.332  00:36:48.3  
049547.465  00:36:48.4  
049553.445  00:36:48.5  
049558.480  00:36:48.6  
049564.258  00:36:48.7  
049570.141  00:36:48.8  
049576.887  00:36:48.9  
049587.789  00:36:49.0  
049603.395  00:36:49.1  
049619.336  00:36:49.2  
049633.250  00:36:49.3  
049644.945  00:36:49.4  
049658.590  00:36:49.5  
049673.684  00:36:49.6  
049690.508  00:36:49.7  
049705.926  00:36:49.8  
049717.203  00:36:49.9  
049723.824  00:36:50.0  
049729.371  00:36:50.1  
049737.496  00:36:50.2  
049745.875  00:36:50.3  
049754.227  00:36:50.4  
049761.910  00:36:50.5  
049768.141  00:36:50.6  
049772.789  00:36:50.7  
049777.664  00:36:50.8  
049784.137  00:36:50.9  
049790.781  00:36:51.0  
049798.113  00:36:51.1  
049803.980  00:36:51.2  
049809.141  00:36:51.3  
049813.348  00:36:51.4  
049817.672  00:36:51.5  
049822.219  00:36:51.6  
049828.531  00:36:51.7  
049835.477  00:36:51.8  
049843.945  00:36:51.9  
049850.852  00:36:52.0  
049855.316  00:36:52.1  
049858.105  00:36:52.2  
049860.727  00:36:52.3  
049866.551  00:36:52.4  
049875.277  00:36:52.5  
049884.805  00:36:52.6  
049892.422  00:36:52.7  
049898.008  00:36:52.8  
049903.855  00:36:52.9  
049911.219  00:36:53.0  
049918.160  00:36:53.1  
049924.734  00:36:53.2  
049932.738  00:36:53.3  
049940.508  00:36:53.4  
049946.555  00:36:53.5  
049951.820  00:36:53.6  
049957.352  00:36:53.7  
049965.734  00:36:53.8  
049976.586  00:36:53.9  
049986.914  00:36:54.0  
049996.695  00:36:54.1  
050002.609  00:36:54.2  
050007.547  00:36:54.3  
050013.270  00:36:54.4  
050021.680  00:36:54.5  
050031.145  00:36:54.6  
050041.715  00:36:54.7  
050051.340  00:36:54.8  
050060.488  00:36:54.9  
050066.391  00:36:55.0  
050072.402  00:36:55.1  
050082.914  00:36:55.2  
050096.859  00:36:55.3  
050110.391  00:36:55.4  
050121.363  00:36:55.5  
050128.461  00:36:55.6  
050135.988  00:36:55.7  
050144.609  00:36:55.8  
050155.859  00:36:55.9  
050166.172  00:36:56.0  
050174.547  00:36:56.1  
050179.168  00:36:56.2  
050181.254  00:36:56.3  
050182.039  00:36:56.4  
050184.605  00:36:56.5  
050191.102  00:36:56.6  
050196.250  00:36:56.7  
050197.254  00:36:56.8  
050192.980  00:36:56.9  
050184.738  00:36:57.0  
050177.547  00:36:57.1  
050172.449  00:36:57.2  
050169.781  00:36:57.3  
050164.195  00:36:57.4  
050154.703  00:36:57.5  
050143.090  00:36:57.6  
050132.066  00:36:57.7  
050120.676  00:36:57.8  
050111.848  00:36:57.9  
050101.727  00:36:58.0  
050087.844  00:36:58.1  
050069.859  00:36:58.2  
050053.219  00:36:58.3  
050037.289  00:36:58.4  
050023.938  00:36:58.5  
050010.344  00:36:58.6  
049994.625  00:36:58.7  
049977.332  00:36:58.8  
049962.246  00:36:58.9  
049946.781  00:36:59.0  
049930.758  00:36:59.1  
049917.711  00:36:59.2  
049906.301  00:36:59.3  
049893.672  00:36:59.4  
049880.203  00:36:59.5  
049866.230  00:36:59.6  
049853.051  00:36:59.7  
049839.141  00:36:59.8  
049825.227  00:36:59.9  
049811.762  00:37:00.0  
049800.863  00:37:00.1  
049791.414  00:37:00.2  
049780.297  00:37:00.3  
049769.602  00:37:00.4  
049762.680  00:37:00.5  
049755.734  00:37:00.6  
049750.578  00:37:00.7  
049743.926  00:37:00.8  
049738.332  00:37:00.9  
049731.883  00:37:01.0  
049724.414  00:37:01.1  
049716.984  00:37:01.2  
049713.766  00:37:01.3  
049715.383  00:37:01.4  
049719.484  00:37:01.5  
049721.363  00:37:01.6  
049721.949  00:37:01.7  
049723.148  00:37:01.8  
049726.812  00:37:01.9  
049737.871  00:37:02.0  
049762.570  00:37:02.1  
049793.242  00:37:02.2  
049829.195  00:37:02.3  
049873.094  00:37:02.4  
049922.027  00:37:02.5  
049978.145  00:37:02.6  
050062.031  00:37:02.7  
050175.617  00:37:02.8  
050300.551  00:37:02.9  
050431.246  00:37:03.0  
050579.598  00:37:03.1  
050754.301  00:37:03.2  
050958.000  00:37:03.3  
051170.152  00:37:03.4  
051362.211  00:37:03.5  
051490.461  00:37:03.6  
051512.570  00:37:03.7  
051432.602  00:37:03.8  
051287.379  00:37:03.9  
051090.977  00:37:04.0  
050847.039  00:37:04.1  
050582.715  00:37:04.2  
050357.012  00:37:04.3  
050174.254  00:37:04.4  
049995.109  00:37:04.5  
049818.711  00:37:04.6  
049659.984  00:37:04.7  
049548.453  00:37:04.8  
049490.559  00:37:04.9  
049456.840  00:37:05.0  
049427.117  00:37:05.1  
049390.621  00:37:05.2  
049358.121  00:37:05.3  
049342.484  00:37:05.4  
049352.699  00:37:05.5  
049374.359  00:37:05.6  
049395.348  00:37:05.7  
049410.695  00:37:05.8  
049423.473  00:37:05.9  
049435.828  00:37:06.0  
049453.922  00:37:06.1  
049486.895  00:37:06.2  
049529.727  00:37:06.3  
049570.719  00:37:06.4  
049608.660  00:37:06.5  
049649.539  00:37:06.6  
049711.938  00:37:06.7  
049810.492  00:37:06.8  
049934.535  00:37:06.9  
050062.879  00:37:07.0  
050199.719  00:37:07.1  
050374.379  00:37:07.2  
050603.199  00:37:07.3  
050875.676  00:37:07.4  
051141.453  00:37:07.5  
051354.137  00:37:07.6  
051528.496  00:37:07.7  
051717.020  00:37:07.8  
051908.141  00:37:07.9  
052031.953  00:37:08.0  
052012.309  00:37:08.1  
051851.828  00:37:08.2  
051648.344  00:37:08.3  
051421.398  00:37:08.4  
051180.797  00:37:08.5  
050902.285  00:37:08.6  
050564.941  00:37:08.7  
050228.656  00:37:08.8  
049972.414  00:37:08.9  
049797.371  00:37:09.0  
049682.285  00:37:09.1  
049584.449  00:37:09.2  
049502.949  00:37:09.3  
049440.715  00:37:09.4  
049405.164  00:37:09.5  
049391.070  00:37:09.6  
049382.965  00:37:09.7  
049370.703  00:37:09.8  
049358.188  00:37:09.9  
049350.699  00:37:10.0  
049351.488  00:37:10.1  
049361.270  00:37:10.2  
049378.777  00:37:10.3  
049390.785  00:37:10.4  
049403.238  00:37:10.5  
049411.867  00:37:10.6  
049418.828  00:37:10.7  
049426.223  00:37:10.8  
049438.102  00:37:10.9  
049450.492  00:37:11.0  
049459.605  00:37:11.1  
049464.328  00:37:11.2  
049471.176  00:37:11.3  
049481.281  00:37:11.4  
049492.746  00:37:11.5  
049506.148  00:37:11.6  
049518.949  00:37:11.7  
049527.418  00:37:11.8  
049533.672  00:37:11.9  
049538.504  00:37:12.0  
049545.086  00:37:12.1  
049551.484  00:37:12.2  
049558.508  00:37:12.3  
049564.602  00:37:12.4  
049570.199  00:37:12.5  
049570.492  00:37:12.6  
049567.434  00:37:12.7  
049568.316  00:37:12.8  
049571.195  00:37:12.9  
049575.906  00:37:13.0  
049583.344  00:37:13.1  
049591.434  00:37:13.2  
049598.895  00:37:13.3  
049603.801  00:37:13.4  
049606.598  00:37:13.5  
049607.379  00:37:13.6  
049609.344  00:37:13.7  
049611.273  00:37:13.8  
049612.883  00:37:13.9  
049612.617  00:37:14.0  
049610.938  00:37:14.1  
049611.270  00:37:14.2  
049616.742  00:37:14.3  
049621.426  00:37:14.4  
049626.172  00:37:14.5  
049628.312  00:37:14.6  
049629.406  00:37:14.7  
049628.527  00:37:14.8  
049626.645  00:37:14.9  
049627.273  00:37:15.0  
049628.473  00:37:15.1  
049626.766  00:37:15.2  
049625.305  00:37:15.3  
049623.723  00:37:15.4  
049621.449  00:37:15.5  
049619.941  00:37:15.6  
049620.602  00:37:15.7  
049620.984  00:37:15.8  
049621.832  00:37:15.9  
049623.297  00:37:16.0  
049625.473  00:37:16.1  
049625.496  00:37:16.2  
049624.375  00:37:16.3  
049622.551  00:37:16.4  
049622.402  00:37:16.5  
049622.805  00:37:16.6  
049622.770  00:37:16.7  
049620.938  00:37:16.8  
049619.234  00:37:16.9  
049618.809  00:37:17.0  
049619.285  00:37:17.1  
049616.777  00:37:17.2  
049619.840  00:37:17.3  
049621.227  00:37:17.4  
049621.402  00:37:17.5  
049619.293  00:37:17.6  
049618.438  00:37:17.7  
049617.570  00:37:17.8  
049618.191  00:37:17.9  
049617.012  00:37:18.0  
049616.332  00:37:18.1  
049614.395  00:37:18.2  
049611.434  00:37:18.3  
049608.305  00:37:18.4  
049608.477  00:37:18.5  
